team,url,ncaa_id,stats_name,division
Marian (WI),https://muknights.com/sports/mens-soccer,1196,,III
Marietta,https://pioneers.marietta.edu/sports/mens-soccer,385,Marietta,III
Marist,https://goredfoxes.com/sports/mens-soccer,386,Marist,I
Marquette,https://gomarquette.com/sports/mens-soccer,387,Marquette,I
Mars Hill,https://www.marshilllions.com/sports/msoc/index,,Mars Hill,II
Marshall,https://herdzone.com/sports/mens-soccer,388,Marshall,I
Martin Luther,https://mlcknights.com/sports/mens-soccer,,,III
Mary Baldwin,https://marybaldwinathletics.com/sports/mens-soccer,389,,III
Mary Hardin-Baylor,https://cruathletics.com/sports/mens-soccer,1203,,III
Mary Washington,https://umweagles.com/sports/mens-soccer,390,,III
Maryland,https://umterps.com/sports/mens-soccer,392,Maryland,I
Marymount (VA),https://marymountsaints.com/sports/mens-soccer,394,,III
Maryville (MO),https://maryvillesaints.com/sports/mens-soccer,395,Maryville (MO),II
Maryville (TN),https://mcscots.com/sports/mens-soccer,,,III
Marywood,https://marywoodpacers.com/sports/mens-soccer,397,Marywood,III
Mass. Maritime,https://www.mmabucs.com/sports/msoc/index,,,III
Massachusetts,https://umassathletics.com/sports/mens-soccer,400,Massachusetts,I
McDaniel,https://mcdanielathletics.com/sports/mens-soccer,773,,III
McKendree,https://mckbearcats.com/sports/mens-soccer,30138,McKendree,II
MCLA,https://athletics.mcla.edu/sports/msoc/index,,,III
McMurry,https://mcmurrysports.com/sports/mens-soccer,8530,,III
Me.-Farmington,https://goumfbeavers.com/sports/mens-soccer,379,,III
Me.-Presque Isle,https://owls.umpi.edu/sports/mens-soccer,,,III
Medgar Evers,https://mecathletics.com/sports/mens-soccer,,,III
Memphis,https://gotigersgo.com/sports/mens-soccer,404,Memphis,I
Menlo,https://menloathletics.com/sports/mens-soccer,,Menlo,II
Mercer,https://mercerbears.com/sports/mens-soccer,406,Mercer,I
Merchant Marine,https://usmmasports.com/sports/msoc/index,,III
Mercy,https://mercyathletics.com/sports/mens-soccer,407,Mercy,II
Mercyhurst,https://hurstathletics.com/sports/mens-soccer,408,Mercyhurst,I
Merrimack,https://merrimackathletics.com/sports/mens-soccer,,Merrimack,I
Messiah,https://gomessiah.com/sports/mens-soccer,411,,III
Methodist,https://mumonarchs.com/sports/mens-soccer,,,III
Michigan,https://mgoblue.com/sports/mens-soccer,418,Michigan,I
Michigan State,https://msuspartans.com/sports/mens-soccer,416,Michigan St.,I
Middlebury,https://athletics.middlebury.edu/sports/msoc/index,420,,III
Midwestern St.,https://msumustangs.com/sports/mens-soccer,,Midwestern St.,II
Millersville,https://millersvilleathletics.com/sports/mens-soccer,423,Millersville,II
Millikin,https://athletics.millikin.edu/sports/mens-soccer,424,Millikin,III
Millsaps,https://gomajors.com/sports/mens-soccer,426,Millsaps,III
Milwaukee,https://mkepanthers.com/sports/mens-soccer,797,Milwaukee,I
Minn.-Morris,https://morriscougars.com/sports/mens-soccer,,,III
Misericordia,https://athletics.misericordia.edu/sports/mens-soccer,16142,,III
Mississippi College,https://www.gochoctaws.com/sports/mens-soccer,429,Mississippi Col.,II
Missouri S&T,https://minerathletics.com/sports/mens-soccer,435,Missouri S&T,II
Missouri St.,https://missouristatebears.com/sports/mens-soccer,669,Missouri St.,I
Missouri-St. Louis,https://umsltritons.com/sports/mens-soccer,436,Mo.-St. Louis,II
MIT,https://mitathletics.com/sports/mens-soccer,398,,III
Mitchell,https://www.mitchellathletics.com/sports/msoc/index,,,III
Molloy,https://molloylions.com/sports/mens-soccer,,Molloy,II
Monmouth,https://monmouthhawks.com/sports/mens-soccer,439,Monmouth,I
Monmouth (IL),https://monmouthscots.com/sports/mens-soccer,438,,III
Mont. St. Billings,https://msubsports.com/sports/mens-soccer,205,Montana St. Billings,II
Montclair St.,https://montclairathletics.com/sports/mens-soccer,442,,III
Montevallo,https://montevallofalcons.com/sports/mens-soccer,1238,,II
Moravian,https://www.moraviansports.com/sports/msoc/index,,,III
Mount Aloysius,https://mountieathletics.com/sports/mens-soccer,30036,Mount Aloysius,III
Mount Olive,https://umotrojans.com/sports/mens-soccer,1245,Mount Olive,II
Mount St. Joseph,https://msjlions.com/sports/mens-soccer,8567,,III
Mount St. Mary's,https://mountathletics.com/sports/mens-soccer,450,Mount St. Mary's,I
MSOE,https://msoeraiders.com/sports/mens-soccer,20220,,III
MSOE,https://msoeraiders.com/sports/mens-soccer,,,III
MSU Denver,https://roadrunnersathletics.com/sports/mens-soccer,413,MSU Denver,II
Mt. St. Mary (NY),https://msmcknights.com/sports/mens-soccer,,,III
Muhlenberg,https://muhlenbergsports.com/sports/mens-soccer,453,Muhlenberg,III
Muskingum,https://www.fightingmuskies.com/sports/msoc/index,,,III
MUW,https://owlsathletics.com/sports/mens-soccer,,,III
N.C. Wesleyan,https://ncwsports.com/sports/mens-soccer,491,,III
Navy,https://navysports.com/sports/mens-soccer,726,Navy,I
Nazareth,https://nazathletics.com/sports/mens-soccer,461,,III
NC State,https://gopack.com/sports/mens-soccer,490,NC State,I
Neb. Wesleyan,https://nwusports.com/sports/mens-soccer,462,Neb. Wesleyan,III
Neumann,https://www.neumannathletics.com/sports/mens-soccer,1254,Neumann,III
New England Col.,https://athletics.nec.edu/sports/mens-soccer,467,,III
New Hampshire,https://unhwildcats.com/sports/mens-soccer,469,New Hampshire,I
New Haven,https://newhavenchargers.com/sports/mens-soccer,470,New Haven,II
New Jersey City,https://njcugothicknights.com/sports/mens-soccer,,,III
New Jersey Institute of Technology,https://www.njithighlanders.com/sports/mens-soccer,471,Njit,I
Newberry,https://newberrywolves.com/sports/mens-soccer,1257,Newberry,II
Newman,https://newmanjets.com/sports/mens-soccer,30054,Newman,II
Niagara,https://purpleeagles.com/sports/mens-soccer,482,Niagara,I
Nichols,https://nicholsathletics.com/sports/mens-soccer,484,,III
North Carolina,https://goheels.com/sports/mens-soccer,457,North Carolina,I
North Central (IL),https://northcentralcardinals.com/sports/mens-soccer,,,III
North Central (MN),https://ncurams.com/sports/mens-soccer,30039,North Central (MN),III
North Florida,https://unfospreys.com/sports/mens-soccer,2711,North Florida,I
North Georgia,https://ungathletics.com/sports/mens-soccer,30052,North Georgia,II
North Greenville,https://nguathletics.com/sports/msoc/index,North Greenville,II
North Park,https://athletics.northpark.edu/sports/mens-soccer,496,North Park,III
Northeastern,https://nuhuskies.com/sports/mens-soccer,500,Northeastern,I
Northeastern St.,https://goriverhawksgo.com/sports/mens-soccer,12810,Northeastern St.,II
Northern Illinois,https://niuhuskies.com/sports/mens-soccer,503,NIU,I
Northern Kentucky,https://nkunorse.com/sports/mens-soccer,505,Northern Ky.,I
Northern Michigan,https://nmuwildcats.com/sports/mens-soccer,506,Northern Mich.,II
Northland,https://northlandcollegesports.com/sports/mens-soccer,1267,Northland,III
Northwest Nazarene,https://nnusports.com/sports/mens-soccer,1274,Northwest Nazarene,II
Northwestern,https://nusports.com/sports/mens-soccer,509,Northwestern,I
Northwestern-St. Paul,https://unweagles.com/sports/mens-soccer,30031,,III
Northwood,https://www.gonorthwood.com/sports/msoc/index,,Northwood,II
Norwich,https://norwichathletics.com/sports/mens-soccer,511,,III
Notre Dame,https://fightingirish.com/sports/msoc/,,Notre Dame,I
Notre Dame (MD),https://notredamegators.com/sports/mens-soccer,,,III
Nova Southeastern,https://nsusharks.com/sports/mens-soccer,,Nova Southeastern,II
NYU,https://gonyuathletics.com/sports/mens-soccer,479,Nyu,III
Oakland,https://goldengrizzlies.com/sports/mens-soccer,514,Oakland,I
Oberlin,https://goyeo.com/sports/mens-soccer,515,Oberlin,III
Occidental,https://oxyathletics.com/sports/mens-soccer,516,Occidental,III
Oglethorpe,https://gopetrels.com/sports/mens-soccer,2713,,III
Ohio Dominican,https://ohiodominicanpanthers.com/sports/mens-soccer,30119,,II
Ohio Northern,https://www.onusports.com/sports/msoc/index,,,III
Ohio State,https://ohiostatebuckeyes.com/sports/mens-soccer,518,Ohio St.,I
Ohio Wesleyan,https://battlingbishops.com/sports/mens-soccer,,,III
Oklahoma Christian,https://oceagles.com/sports/mens-soccer,,Okla. Christian,II
Old Dominion,https://odusports.com/sports/mens-soccer,523,Old Dominion,I
Old Westbury,https://www.oldwestburypanthers.com/sports/mens-soccer,,,III
Olivet,https://www.olivetcomets.com/sports/msoc/index,,,III
Omaha,https://omavs.com/sports/mens-soccer,464,Omaha,I
Oral Roberts,https://oruathletics.com/sports/mens-soccer,527,Oral Roberts,I
Oregon State,https://osubeavers.com/sports/mens-soccer,528,Oregon St.,I
Oswego St.,https://oswegolakers.com/sports/mens-soccer,530,,III
Otterbein,https://otterbeincardinals.com/sports/mens-soccer,531,Otterbein,III
Ouachita Baptist,https://obutigers.com/sports/mens-soccer,1289,Ouachita Baptist,II
Ozarks (AR),https://uofoathletics.com/sports/mens-soccer,,,III
Pacific,https://pacifictigers.com/sports/mens-soccer,,Pacific,I
Pacific (OR),https://goboxers.com/sports/mens-soccer,2751,,III
Pacific Lutheran,https://golutes.com/sports/mens-soccer,,,III
Palm Beach Atl.,https://pbasailfish.com/sports/mens-soccer,30045,Palm Beach Atl.,II
Penn College,https://pctwildcats.com/sports/mens-soccer,,,III
Penn St. Brandywine,https://www.psubrandywineathletics.com/sports/msoc/index,,,III
Penn St. Harrisburg,https://athletics.hbg.psu.edu/sports/msoc/index,,,III
Penn St.-Abington,https://abingtonsports.com/sports/mens-soccer,30114,,III
Penn St.-Altoona,https://www.psaltoonalions.com/sports/msoc/index,,,III
Penn St.-Behrend,https://www.psblions.com/sports/msoc/index,,,III
Penn St.-Berks,https://psuberksathletics.com/sports/mens-soccer,,,III
Penn State,https://gopsusports.com/sports/mens-soccer,539,Penn St.,I
Pennsylvania,https://pennathletics.com/sports/mens-soccer,540,Penn,I
Pfeiffer,https://gofalconsports.com/sports/mens-soccer,542,Pfeiffer,III
Piedmont,https://piedmontlions.com/sports/mens-soccer,21830,,III
Pitt.-Bradford,https://athletics.pittbradford.org/sports/msoc/index,,,III
Pitt.-Greensburg,https://pittgreensburgathletics.com/sports/mens-soccer,11839,Pitt.-Greensburg,III
Pitt.-Johnstown,https://pittjohnstownathletics.com/sports/mens-soccer,546,Pitt-Johnstown,II
Pittsburgh,https://pittsburghpanthers.com/sports/mens-soccer,545,Pittsburgh,I
Plattsburgh St.,https://gocardinalsports.com/sports/mens-soccer,,,III
Plymouth St.,https://athletics.plymouth.edu/sports/mens-soccer,,,III
Point Loma,https://plnusealions.com/sports/mens-soccer,30149,Point Loma,II
Point Park,https://pointparksports.com/sports/msoc/index,,Point Park,II
Pomona-Pitzer,https://sagehens.com/sports/msoc/index,549,,III
Portland,https://portlandpilots.com/sports/mens-soccer,551,Portland,I
Post,https://posteagles.com/sports/mens-soccer,1318,Post,II
Pratt,https://goprattgo.com/sports/mens-soccer,,,III
Presbyterian College,https://gobluehose.com/sports/mens-soccer,1320,Presbyterian,I
Princeton,https://goprincetontigers.com/sports/mens-soccer,554,Princeton,I
Principia,https://principiaathletics.com/sports/mens-soccer,,,III
Providence,https://friars.com/sports/mens-soccer,556,Providence,I
Puget Sound,https://loggerathletics.com/sports/mens-soccer,557,Puget Sound,III
Purchase,https://www.purchasecollegeathletics.com/sports/mens-soccer,,,III
Purdue Northwest,https://pnwathletics.com/sports/mens-soccer,30222,Purdue Northwest,II
Purdue-Fort Wayne,https://gomastodons.com/sports/mens-soccer,308,Purdue Fort Wayne,I
Queens (NC),https://queensathletics.com/sports/mens-soccer,11504,,I
Queens (NY),https://queensknights.com/sports/mens-soccer,,Queens (NY),II
Quincy,https://quhawks.com/sports/mens-soccer,561,Quincy,II
Quinnipiac,https://gobobcats.com/sports/mens-soccer,562,Quinnipiac,I
Radford,https://radfordathletics.com/sports/mens-soccer,563,Radford,I
Ramapo,https://ramapoathletics.com/sports/mens-soccer,564,,III
Randolph,https://randolphwildcats.com/sports/mens-soccer,566,,III
Randolph-Macon,https://rmcathletics.com/sports/mens-soccer,565,,III
Redlands,https://goredlands.com/sports/mens-soccer,567,,III
Regis (CO),https://regisrangers.com/sports/mens-soccer,568,Regis (CO),II
Regis (MA),https://www.goregispride.com/sports/msoc/index,,,III
Rensselaer,https://rpiathletics.com/sports/mens-soccer,,,III
Rhode Island,https://gorhody.com/sports/mens-soccer,572,Rhode Island,I
Rhode Island College,https://goanchormen.com/sports/mens-soccer,571,,III
Rhodes,https://rhodeslynx.com/sports/mens-soccer,573,Rhodes,III
Rider,https://gobroncs.com/sports/mens-soccer,576,Rider,I
Ripon,https://riponredhawks.com/sports/mens-soccer,577,Ripon College,III
RIT,https://ritathletics.com/sports/mens-soccer,,,III
Rivier,https://www.rivierathletics.com/sports/msoc/index,,,III
Roanoke,https://roanokemaroons.com/sports/mens-soccer,,,III
Robert Morris,https://rmucolonials.com/sports/mens-soccer,579,Robert Morris,I
Roberts Wesleyan,https://robertsredhawks.com/sports/mens-soccer,,Roberts Wesleyan,II
Rochester (NY),https://uofrathletics.com/sports/mens-soccer,581,Rochester,III
Rockford,https://rockfordregents.com/sports/mens-soccer,582,Rockford,III
Rockhurst,https://rockhursthawks.com/sports/mens-soccer,1328,Rockhurst,II
Roger Williams,https://rwuhawks.com/sports/mens-soccer,583,,III
Rogers St.,https://rsuhillcats.com/sports/mens-soccer,30180,Rogers St.,II
Rollins,https://rollinssports.com/sports/mens-soccer,584,Rollins,II
Roosevelt,https://rooseveltlakers.com/sports/mens-soccer,,Roosevelt,II
Rose-Hulman,https://athletics.rose-hulman.edu/sports/mens-soccer,585,Rose-Hulman,III
Rosemont,https://rosemont-ravens.com/sports/mens-soccer,15882,Rosemont,III
Rowan,https://www.rowanathletics.com/sports/mens-soccer,259,Rowan,III
Russell Sage,https://www.sagegators.com/sports/msoc/index,,,III
Rutgers,https://scarletknights.com/sports/mens-soccer,587,Rutgers,I
Rutgers-Camden,https://scarletraptors.com/sports/mens-soccer,,,III
Rutgers-Newark,https://rutgersnewarkathletics.com/sports/mens-soccer,589,,III
S.C. Aiken,https://pacersports.com/sports/mens-soccer,11276,USC Aiken,II
Sacramento State,https://hornetsports.com/sports/mens-soccer,102,Sacramento St.,I
Sacred Heart,https://sacredheartpioneers.com/sports/mens-soccer,590,Sacred Heart,I
Saginaw Valley,https://www.svsucardinals.com/sports/msoc/index,,Saginaw Valley,II
Saint Francis (PA),https://sfuathletics.com/sports/mens-soccer,600,Saint Francis (PA),I
Saint John's (MN),https://gojohnnies.com/sports/mens-soccer,,,III
Saint Joseph (CT),https://www.usjbluejays.com/sports/msoc/index,,,III
Saint Joseph's (PA),https://sjuhawks.com/sports/mens-soccer,606,Saint Joseph's,I
Saint Leo,https://saintleolions.com/sports/mens-soccer,608,Saint Leo,II
Saint Louis,https://slubillikens.com/sports/mens-soccer,609,Saint Louis,I
Saint Martin's,https://smusaints.com/sports/mens-soccer,1343,Saint Martin's,II
Saint Mary's (CA),https://smcgaels.com/sports/mens-soccer,610,Saint Mary's (CA),I
Saint Mary's (MN),https://saintmaryssports.com/sports/mens-soccer,612,,III
Saint Michael's,https://smcathletics.com/sports/mens-soccer,613,,II
Saint Peter's,https://saintpeterspeacocks.com/sports/mens-soccer,617,Saint Peter's,I
Saint Vincent,https://athletics.stvincent.edu/sports/mens-soccer,30064,Saint Vincent,III
Salem (WV),https://salemtigers.com/sports/mens-soccer,19117,Salem (WV),II
Salisbury,https://suseagulls.com/sports/mens-soccer,622,,III
Salve Regina,https://www.salveathletics.com/sports/msoc/index,623,,III
San Diego,https://usdtoreros.com/sports/mens-soccer,,San Diego,I
San Fran. St.,https://sfstategators.com/sports/mens-soccer,628,San Fran. St.,II
San Francisco,https://usfdons.com/sports/mens-soccer,629,San Francisco,I
San Jose State,https://sjsuspartans.com/sports/mens-soccer,630,San Jose St.,I
Santa Clara,https://santaclarabroncos.com/sports/mens-soccer,631,Santa Clara,I
Sarah Lawrence,https://gogryphons.com/sports/mens-soccer,30163,Sarah Lawrence,III
Schreiner,https://schreinermountaineers.com/Sports/msoc/index,,,III
Scranton,https://athletics.scranton.edu/sports/mens-soccer,633,,III
Seattle,https://goseattleu.com/sports/mens-soccer,1356,Seattle U,I
Seattle Pacific,https://spufalcons.com/sports/mens-soccer,634,Seattle Pacific,II
Seton Hall,https://shupirates.com/sports/mens-soccer,635,Seton Hall,I
Seton Hill,https://athletics.setonhill.edu/sports/mens-soccer,30063,Seton Hill,II
Sewanee,https://sewaneetigers.com/sports/mens-soccer,652,Sewanee,III
Shaw,https://shawbears.com/sports/mens-soccer,,Shaw,II
Shenandoah,https://suhornets.com/sports/mens-soccer,637,Shenandoah,III
Shepherd,https://shepherdrams.com/sports/mens-soccer,10870,Shepherd,II
Shippensburg,https://shipraiders.com/sports/mens-soccer,638,Shippensburg,II
Shorter,https://goshorterhawks.com/sports/mens-soccer,30151,Shorter,II
Siena,https://sienasaints.com/sports/mens-soccer,639,Siena,I
Simon Fraser,https://athletics.sfu.ca/sports/mens-soccer,30127,Simon Fraser,II
Simpson,https://www.simpsonathletics.com/sports/msoc/index,,,III
SIUE,https://siuecougars.com/sports/mens-soccer,660,Siue,I
Skidmore,https://skidmoreathletics.com/sports/mens-soccer,642,Skidmore College,III
Slippery Rock,https://rockathletics.com/sports/mens-soccer,,Slippery Rock,II
Sonoma St.,https://sonomaseawolves.com/sports/mens-soccer,645,Sonoma St.,II
South Carolina,https://gamecocksonline.com/sports/msoc/index,648,South Carolina,I
South Dakota Mines,https://gorockers.com/sports/mens-soccer,30139,South Dakota Mines,II
South Florida,https://gousfbulls.com/sports/mens-soccer,651,South Fla.,I
Southern Conn. St.,https://scsuowls.com/sports/mens-soccer,658,Southern Conn. St.,II
Southern Ind.,https://gousieagles.com/sports/mens-soccer,661,Southern Ind.,I
Southern Me.,https://southernmainehuskies.com/sports/mens-soccer,662,,III
Southern Methodist,https://smumustangs.com/sports/mens-soccer,663,Smu,I
Southern N.H.,https://snhupenmen.com/sports/mens-soccer,468,,II
Southern Nazarene,https://snuathletics.com/sports/mens-soccer,30152,Southern Nazarene,II
Southern Va.,https://knightathletics.com/sports/mens-soccer,30164,,III
Southern Wesleyan,https://swuathletics.com/sports/mens-soccer,30192,Southern Wesleyan,II
Southwest Baptist,https://www.sbubearcats.com/sports/mens-soccer,2755,Southwest Baptist,II
Southwestern (TX),https://southwesternpirates.com/sports/mens-soccer,8746,,III
Spalding,https://spaldingathletics.com/sports/mens-soccer,,,III
Spring Hill,https://shcbadgers.com/sports/mens-soccer,,Spring Hill,II
Springfield,https://springfieldcollegepride.com/sports/mens-soccer,,,III
St. Anselm,https://saintanselmhawks.com/sports/mens-soccer,593,,II
St. Bonaventure,https://gobonnies.com/sports/mens-soccer,596,St. Bonaventure,I
St. Cloud St.,https://scsuhuskies.com/sports/mens-soccer,598,,II
St. Edward's,https://gohilltoppers.com/sports/mens-soccer,1334,St. Edward's,II
St. Elizabeth,https://seueagles.com/sports/mens-soccer,9684,Saint Elizabeth,III
St. John Fisher,https://athletics.sjfc.edu/sports/mens-soccer,601,St. John Fisher,III
St. John's,https://redstormsports.com/sports/mens-soccer,603,St. John's (NY),I
St. Joseph's (L.I.),https://sjliathletics.com/sports/msoc/index,1340,,III
St. Joseph's (ME),https://gomonks.com/sports/mens-soccer,,,III
St. Lawrence,https://saintsathletics.com/sports/mens-soccer,607,St. Lawrence,III
St. Mary's (MD),https://smcmathletics.com/sports/mens-soccer,611,,III
St. Mary's (TX),https://rattlerathletics.com/sports/mens-soccer,1346,St. Mary's (TX),II
St. Norbert,https://athletics.snc.edu/sports/mens-soccer,614,St. Norbert College,III
St. Olaf,https://athletics.stolaf.edu/sports/mens-soccer,,,III
St. Scholastica,https://csssaints.com/sports/mens-soccer,618,,III
St. Thomas (MN),https://tommiesports.com/sports/msoc/index620,St. Thomas (MN),I
St. Thomas (TX),https://ustcelts.com/sports/msoc/index,,,III
St. Thomas Aquinas,https://www.stacathletics.com/sports/msoc/index,,St. Thomas Aquinas,II
Stanford,https://gostanford.com/sports/mens-soccer,674,Stanford,I
Stanislaus State,https://warriorathletics.com/sports/mens-soccer,,Stanislaus St.,II
Staten Island,https://csidolphins.com/sports/mens-soccer,675,Staten Island,II
Stetson,https://gohatters.com/sports/mens-soccer,678,Stetson,I
Stevens,https://stevensducks.com/sports/mens-soccer,679,Stevens,III
Stevenson,https://gomustangsports.com/sports/mens-soccer,21852,,III
Stockton,https://stocktonathletics.com/sports/mens-soccer,,,III
Stonehill,https://www.stonehillskyhawks.com/sports/msoc/index,682,Stonehill,I
Stony Brook,https://stonybrookathletics.com/sports/mens-soccer,683,Stony Brook,I
Suffolk,https://www.gosuffolkrams.com/sports/msoc/index,,,III
Sul Ross St.,https://srlobos.com/sports/mens-soccer,1390,,II
SUNY Brockport,https://gobrockport.com/sports/mens-soccer,,,III
SUNY Canton,https://rooathletics.com/sports/mens-soccer,30165,SUNY Canton,III
SUNY Cobleskill,https://fightingtigers.cobleskill.edu/sports/mens-soccer,,,III
SUNY Delhi,https://delhibroncos.com/sports/msoc/index,,,III
SUNY Geneseo,https://geneseoknights.com/sports/msoc/index,247,,III
SUNY Maritime,https://maritimeathletics.com/sports/mens-soccer,,,III
SUNY Morrisville,https://morrisvillemustangs.com/sports/mens-soccer,30067,,III
SUNY New Paltz,https://nphawks.com/sports/mens-soccer,,,III
SUNY Oneonta,https://oneontaathletics.com/sports/mens-soccer,526,,III
SUNY Poly,https://wildcats.sunypoly.edu/sports/msoc/index,,,III
SUNY Potsdam,https://potsdambears.com/sports/mens-soccer,552,,III
Susquehanna,https://suriverhawks.com/sports/mens-soccer,685,,III
Swarthmore,https://swarthmoreathletics.com/sports/mens-soccer,686,,III
Syracuse,https://cuse.com/sports/mens-soccer,688,Syracuse,I
Tampa,https://www.tampaspartans.com/sports/msoc/,,Tampa,II
TCNJ,https://tcnjathletics.com/sports/mens-soccer,712,,III
Temple,https://owlsports.com/sports/mens-soccer,690,Temple,I
Texas A&M International,https://godustdevils.com/sports/mens-soccer,,Tex. A&M-Int'l,II
Texas Lutheran,https://tlubulldogs.com/sports/msoc/index,,,III
Texas-Dallas,https://utdcomets.com/sports/mens-soccer,23121,UT Dallas,III
Thiel,https://thielathletics.com/sports/mens-soccer,707,Thiel,III
Thomas (ME),https://athletics.thomas.edu/sports/mens-soccer,,,III
Thomas More,https://thomasmoresaints.com/sports/mens-soccer,,Thomas More,II
Tiffin,https://www.gotiffindragons.com/sports/msoc/index,1403,,II
Transylvania,https://transysports.com/sports/msoc/index,,III
Trevecca Nazarene,https://tnutrojans.com/sports/mens-soccer,30002,,II
Trine,https://www.trinethunder.com/sports/msoc/index,30037,,III
Trinity (CT),https://bantamsports.com/sports/mens-soccer,713,,III
Trinity (TX),https://trinitytigers.com/sports/mens-soccer,715,,III
Truman State,https://trumanbulldogs.com/sports/mens-soccer,499,Truman St.,II
Tufts,https://gotuftsjumbos.com/sports/mens-soccer,717,,III
Tulsa,https://tulsahurricane.com/sports/mens-soccer,719,Tulsa,I
Tusculum,https://www.tusculumpioneers.com/sports/msoc/index,,Tusculum,II
U New England,https://athletics.une.edu/sports/mens-soccer,,,III
UAB,https://uabsports.com/sports/mens-soccer,9,Uab,I
UC Davis,https://ucdavisaggies.com/sports/mens-soccer,108,UC Davis,I
UC Irvine,https://ucirvinesports.com/sports/mens-soccer,109,UC Irvine,I
UC Riverside,https://gohighlanders.com/sports/mens-soccer,111,UC Riverside,I
UC San Diego,https://ucsdtritons.com/sports/mens-soccer,112,UC San Diego,I
UC Santa Barbara,https://ucsbgauchos.com/sports/mens-soccer,104,UC Santa Barbara,I
UC Santa Cruz,https://goslugs.com/sports/mens-soccer,113,,III
UC-Colo. Springs,https://gomountainlions.com/sports/mens-soccer,9754,UC-Colo. Springs,II
UChicago,https://athletics.uchicago.edu/sports/mens-soccer,,,III
UCLA,https://uclabruins.com/sports/mens-soccer,110,Ucla,I
UConn,https://uconnhuskies.com/sports/mens-soccer,164,UConn,I
UIndy,https://athletics.uindy.edu/sports/mens-soccer,309,UIndy,II
UMass Boston,https://beaconsathletics.com/sports/mens-soccer,,,III
UMass Dartmouth,https://corsairathletics.com/sports/mens-soccer,656,,III
UMass Lowell,https://goriverhawks.com/sports/mens-soccer,368,UMass Lowell,I
UMBC,https://umbcretrievers.com/sports/mens-soccer,391,Umbc,I
UMSV,https://umsvathletics.com/sports/mens-soccer,,,III
UNC Asheville,https://uncabulldogs.com/sports/mens-soccer,456,UNC Asheville,I
UNC Greensboro,https://uncgspartans.com/sports/mens-soccer,459,UNC Greensboro,I
UNCW,https://uncwsports.com/sports/mens-soccer,460,Uncw,I
Union (NY),https://unionathletics.com/sports/mens-soccer,727,Union (NY),III
Union (TN),https://uuathletics.com/sports/mens-soccer,30153,Union (TN),II
UNLV,https://unlvrebels.com/sports/mens-soccer,465,Unlv,I
Upper Iowa,https://uiupeacocks.com/sports/mens-soccer,728,Upper Iowa,II
Ursinus,https://ursinusathletics.com/sports/mens-soccer,730,,III
USC Upstate,https://upstatespartans.com/sports/mens-soccer,10411,USC Upstate,I
UT Tyler,https://uttylerpatriots.com/sports/mens-soccer,,UT Tyler,II
UT-Rio Grande Valley,https://goutrgv.com/sports/mens-soccer,536,Utrgv,I
Utah Tech,https://utahtechtrailblazers.com/sports/mens-soccer,30095,Utah Tech,I
Utah Valley,https://gouvu.com/sports/mens-soccer,30024,Utah Valley,I
Utica,https://uticapioneers.com/sports/mens-soccer,,,III
UW-River Falls,https://uwrfsports.com/sports/mens-soccer,,,III
Va. Wesleyan,https://vwuathletics.com/sports/mens-soccer,745,,III
Valley Forge,https://uvfpatriots.com/sports/mens-soccer,30166,Valley Forge,III
Vanguard,https://vanguardlions.com/sports/mens-soccer,,Vanguard,II
Vassar,https://www.vassarathletics.com/sports/mens-soccer,737,Vassar College,III
Vermont,https://uvmathletics.com/sports/mens-soccer,738,Vermont,I
Villanova,https://villanova.com/sports/mens-soccer,739,Villanova,I
Virginia,https://virginiasports.com/sports/msoc,746,Virginia,I
Virginia Commonwealth,https://vcuathletics.com/sports/mens-soccer,740,Vcu,I
Virginia State,https://govsutrojans.com/sports/mens-soccer,,Virginia St.,II
Virginia Tech,https://hokiesports.com/sports/mens-soccer,742,Virginia Tech,I
VMI,https://vmikeydets.com/sports/mens-soccer,,VMI,I
VTSU Castleton,https://castletonsports.com/sports/mens-soccer,,,III
VTSU Lyndon,https://vtsuhornets.com/sports/mens-soccer,,,III
VTSU-Johnson,https://www.nvubadgers.com/sports/msoc/index,,,III
Wabash,https://sports.wabash.edu/sports/mens-soccer,,,III
Wake Forest,https://godeacs.com/sports/mens-soccer,749,Wake Forest,I
Walsh,https://athletics.walsh.edu/sports/mens-soccer,30141,,II
Wartburg,https://go-knights.net/sports/mens-soccer,750,,III
Washington,https://gohuskies.com/sports/mens-soccer,756,Washington,I
Washington & Jefferson,https://gopresidents.com/sports/mens-soccer,,,III
Washington & Lee,https://generalssports.com/sports/mens-soccer,,,III
Washington Col.,https://washcollsports.com/sports/mens-soccer,753,,III
WashU,https://washubears.com/sports/mens-soccer,755,,III
Waynesburg,https://waynesburgsports.com/sports/mens-soccer,1434,Waynesburg,III
Webster,https://websterathletics.com/sports/mens-soccer,759,Webster University,III
Wentworth,https://www.wentworthathletics.com/sports/msoc/index,,,III
Wesleyan (CT),https://athletics.wesleyan.edu/sports/mens-soccer,764,,III
West Alabama,https://uwaathletics.com/sports/mens-soccer,358,West Ala.,II
West Chester,https://wcupagoldenrams.com/sports/mens-soccer,,West Chester,II
West Florida,https://goargos.com/sports/mens-soccer,11740,,II
West Liberty,https://hilltoppersports.com/sports/mens-soccer,1438,West Liberty,II
West Texas A&M,https://gobuffsgo.com/sports/mens-soccer,,West Tex. A&M,II
West Va. Wesleyan,https://wesleyanbobcats.com/sports/mens-soccer,9630,,II
